City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
251,Cadillac,US,2022-01-03 19:50:27,44.2519,-85.4012,27.79,54,1,13.8
252,Serebryansk,KZ,2022-01-03 19:50:27,49.6925,83.2892,9.95,86,47,5.61
253,Saint-Augustin,CA,2022-01-03 19:50:27,51.226,-58.6502,1.31,75,0,16.37
254,Avera,US,2022-01-03 19:50:28,33.194,-82.5271,56.08,51,3,7.05
255,Guerrero Negro,MX,2022-01-03 19:50:28,27.9769,-114.0611,62.89,42,99,11.45
256,Idrinskoye,RU,2022-01-03 19:50:28,54.3708,92.1358,6.53,98,98,3.51
257,Komsomolskiy,UZ,2022-01-03 19:50:28,40.4272,71.7189,39.92,45,100,4.61
258,Axim,GH,2022-01-03 19:50:29,4.8699,-2.2405,81.19,80,100,7.29
259,Kitwe,ZM,2022-01-03 19:50:29,-12.7961,28.2477,66.13,93,100,3.22
260,Porbandar,IN,2022-01-03 19:50:29,21.6422,69.6093,73.22,62,88,8.63
261,Beaumont,US,2022-01-03 19:50:29,30.0861,-94.1019,51.84,31,1,0.0
262,Plettenberg Bay,ZA,2022-01-03 19:50:30,-34.0527,23.3716,65.91,88,100,3.8
263,Norman Wells,CA,2022-01-03 19:50:30,65.282,-126.8329,-32.76,68,75,5.75
264,Svetlogorsk,BY,2022-01-03 19:50:30,52.6333,29.7333,34.41,99,100,6.24
265,Lulea,SE,2022-01-03 19:50:30,65.5842,22.1547,21.27,100,90,6.91
266,Magistralnyy,RU,2022-01-03 19:50:31,56.1725,107.4458,6.22,95,99,3.8
267,Haines Junction,CA,2022-01-03 19:50:31,60.7522,-137.5108,-16.65,58,100,5.75
268,Bartica,GY,2022-01-03 19:50:31,6.4,-58.6167,84.52,56,29,6.71
269,Namibe,AO,2022-01-03 19:50:31,-15.1961,12.1522,68.79,82,64,3.74
270,Coahuayana,MX,2022-01-03 19:50:32,18.7333,-103.6833,87.66,52,3,6.85
271,San Jeronimo,PE,2022-01-03 19:50:32,-11.9472,-75.2829,64.63,47,89,9.15
272,Pankrushikha,RU,2022-01-03 19:51:32,53.8319,80.3406,16.07,92,100,9.31
273,Taltal,CL,2022-01-03 19:51:32,-25.4,-70.4833,70.34,67,19,6.55
274,San Juan,AR,2022-01-03 19:51:33,-31.5375,-68.5364,95.07,17,0,8.77
275,Walvis Bay,NA,2022-01-03 19:51:33,-22.9575,14.5053,61.75,77,0,4.61
276,Teguise,ES,2022-01-03 19:51:33,29.0605,-13.564,66.42,37,0,4.61
277,Fort-Shevchenko,KZ,2022-01-03 19:51:34,44.5086,50.263,31.28,61,100,8.48
278,Tofield,CA,2022-01-03 19:51:34,53.3668,-112.6686,-9.62,98,100,13.53
